Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,TotalIncome,LoanIncomeRatio,EMI,EstimatedSavings,StabilityScore,DebtStress,Loan_Status
Female,Yes,3,Graduate,No,11104,4087,104,360,1,15191,0.006845708267509215,0.28888888888888886,3038.2000000000003,3797.75,1.9015856298636707e-05,1
Female,Yes,2,Graduate,Yes,17512,9464,114,240,1,26976,0.00422582199651555,0.475,5395.200000000001,8992.0,1.7607591652148124e-05,1
Male,No,1,Graduate,Yes,2167,4374,321,240,0,6541,0.049067563436258024,1.3375,1308.2,3270.5,0.00020444818098440843,1
Female,No,1,Graduate,No,4870,7607,551,240,1,12477,0.04415771758294598,2.2958333333333334,2495.4,6238.5,0.0001839904899289416,1
Female,Yes,0,Not Graduate,No,7476,4019,411,300,0,11495,0.035751565762004174,1.37,2299.0,11495.0,0.00011917188587334725,1
Female,Yes,3,Not Graduate,No,19278,815,195,240,1,20093,0.009704389369961182,0.8125,4018.6000000000004,5023.25,4.043495570817159e-05,1
Male,Yes,2,Graduate,Yes,10113,7255,258,360,1,17368,0.014854050319534804,0.7166666666666667,3473.6000000000004,5789.333333333333,4.126125088759668e-05,1
Male,No,0,Not Graduate,No,7099,922,335,300,1,8021,0.04176015956120668,1.1166666666666667,1604.2,8021.0,0.00013920053187068895,1
Male,Yes,0,Not Graduate,Yes,5150,4867,59,180,1,10017,0.005889399081653025,0.3277777777777778,2003.4,10017.0,3.2718883786961245e-05,1
Female,No,1,Graduate,No,13849,1264,235,180,1,15113,0.015548498081249173,1.3055555555555556,3022.6000000000004,7556.5,8.638054489582874e-05,1
Female,Yes,2,Not Graduate,No,11394,3724,623,360,1,15118,0.041206428996626764,1.7305555555555556,3023.6000000000004,5039.333333333333,0.00011446230276840768,1
Male,Yes,2,Graduate,Yes,4690,2722,646,360,1,7412,0.0871442061243761,1.7944444444444445,1482.4,2470.6666666666665,0.00024206723923437805,1
Female,Yes,2,Not Graduate,Yes,16845,5355,513,360,0,22200,0.02310706724922301,1.425,4440.0,7400.0,6.418629791450836e-05,1
Female,Yes,1,Not Graduate,Yes,10289,2550,183,360,1,12839,0.01425233644859813,0.5083333333333333,2567.8,6419.5,3.9589823468328136e-05,1
Female,Yes,1,Not Graduate,No,1891,5319,220,300,1,7210,0.030508944667868534,0.7333333333333333,1442.0,3605.0,0.00010169648222622844,1
Female,Yes,1,Graduate,No,18959,6686,262,360,1,25645,0.010216018092490058,0.7277777777777777,5129.0,12822.5,2.8377828034694603e-05,1
Female,No,1,Not Graduate,No,4150,1673,579,240,1,5823,0.09941620879120878,2.4125,1164.6000000000001,2911.5,0.0004142342032967033,1
Male,Yes,1,Graduate,Yes,15100,4587,551,180,1,19687,0.027986590816741163,3.061111111111111,3937.4,9843.5,0.00015548106009300646,1
Female,No,3,Graduate,No,15817,5353,621,360,1,21170,0.029332577582542155,1.725,4234.0,5292.5,8.147938217372822e-05,1
Male,Yes,3,Not Graduate,Yes,18693,6857,649,240,1,25550,0.025400180032092677,2.7041666666666666,5110.0,6387.5,0.00010583408346705283,1
Female,Yes,2,Graduate,Yes,17063,1666,76,360,1,18729,0.0040576615056059796,0.2111111111111111,3745.8,6243.0,1.127128196001661e-05,1
Male,No,0,Not Graduate,Yes,8395,4511,117,240,1,12906,0.009064848531804448,0.4875,2581.2000000000003,12906.0,3.7770202215851864e-05,1
Female,Yes,2,Graduate,No,19043,6172,457,300,1,25215,0.018123413705583756,1.5233333333333334,5043.0,8405.0,6.0411379018612524e-05,1
Male,No,0,Graduate,No,3031,1384,601,180,1,4415,0.13609601449275363,3.338888888888889,883.0,4415.0,0.0007560889694041868,1
Female,No,1,Not Graduate,Yes,6981,4403,158,180,1,11384,0.013877909530083443,0.8777777777777778,2276.8,5692.0,7.709949738935246e-05,1
Male,Yes,0,Not Graduate,No,12374,3954,123,300,1,16328,0.00753261069263274,0.41,3265.6000000000004,16328.0,2.5108702308775796e-05,1
Female,No,2,Not Graduate,Yes,7663,6305,627,240,1,13968,0.044885102727467964,2.6125,2793.6000000000004,4656.0,0.00018702126136444983,1
Male,No,2,Not Graduate,Yes,6764,8252,311,360,1,15016,0.020709862156222947,0.8638888888888889,3003.2000000000003,5005.333333333333,5.752739487839708e-05,1
Female,Yes,0,Graduate,No,19115,7238,417,240,0,26353,0.015823024967746832,1.7375,5270.6,26353.0,6.592927069894514e-05,1
Male,No,3,Graduate,Yes,17390,6981,286,180,1,24371,0.011734777613655014,1.5888888888888888,4874.2,6092.75,6.519320896475007e-05,1
Male,Yes,1,Graduate,Yes,13267,6026,415,300,1,19293,0.021509277495594486,1.3833333333333333,3858.6000000000004,9646.5,7.169759165198161e-05,1
Female,Yes,1,Not Graduate,No,9571,6609,335,300,1,16180,0.02070329398677461,1.1166666666666667,3236.0,8090.0,6.901097995591537e-05,1
Female,Yes,2,Graduate,Yes,17040,8664,427,240,1,25704,0.01661155417234001,1.7791666666666666,5140.8,8568.0,6.921480905141671e-05,1
Male,Yes,3,Not Graduate,Yes,4408,958,425,240,1,5366,0.07918762809763369,1.7708333333333333,1073.2,1341.5,0.000329948450406807,1
Female,No,0,Graduate,Yes,6212,8724,668,300,1,14936,0.0447211622146348,2.2266666666666666,2987.2000000000003,14936.0,0.00014907054071544934,1
Male,Yes,1,Not Graduate,Yes,13690,493,125,180,1,14183,0.008812746756909193,0.6944444444444444,2836.6000000000004,7091.5,4.895970420505107e-05,1
Male,Yes,3,Graduate,Yes,11650,7042,58,360,0,18692,0.0031027657411865405,0.16111111111111112,3738.4,4673.0,8.618793725518169e-06,1
Male,No,1,Graduate,Yes,5991,81,245,360,1,6072,0.04034249958834184,0.6805555555555556,1214.4,3036.0,0.00011206249885650512,1
Female,Yes,3,Not Graduate,Yes,15419,6999,679,240,1,22418,0.0302868102948392,2.8291666666666666,4483.6,5604.5,0.0001261950428951633,1
Male,Yes,3,Graduate,No,15668,2970,339,300,1,18638,0.01818767101239337,1.13,3727.6000000000004,4659.5,6.062557004131122e-05,1
Male,No,2,Not Graduate,No,10093,11,110,300,1,10104,0.010885700148441365,0.36666666666666664,2020.8000000000002,3368.0,3.628566716147122e-05,1
Female,No,1,Graduate,Yes,18858,7824,438,300,1,26682,0.016414945845669528,1.46,5336.400000000001,13341.0,5.4716486152231755e-05,1
Female,No,0,Graduate,Yes,18107,761,612,180,1,18868,0.032434151253378556,3.4,3773.6000000000004,18868.0,0.00018018972918543643,1
Female,No,2,Not Graduate,No,6113,3185,613,240,1,9298,0.06592106678137434,2.5541666666666667,1859.6000000000001,3099.3333333333335,0.00027467111158905976,1
Female,No,2,Not Graduate,No,12926,25,683,240,1,12951,0.05273316862260655,2.845833333333333,2590.2000000000003,4317.0,0.00021972153592752727,1
Male,No,0,Graduate,No,18109,1806,57,240,1,19915,0.0028620204860413737,0.2375,3983.0,19915.0,1.1925085358505724e-05,1
Male,No,2,Graduate,No,9683,6651,418,180,1,16334,0.02558922558922559,2.3222222222222224,3266.8,5444.666666666667,0.00014216236438458662,1
Male,Yes,3,Graduate,No,19225,5664,94,240,1,24889,0.0037766171153073525,0.39166666666666666,4977.8,6222.25,1.5735904647113968e-05,1
Male,No,3,Graduate,Yes,9901,5154,393,360,1,15055,0.026102550478214664,1.0916666666666666,3011.0,3763.75,7.25070846617074e-05,1
Female,No,1,Graduate,No,5227,5824,424,240,1,11051,0.03836409699601882,1.7666666666666666,2210.2000000000003,5525.5,0.0001598504041500784,1
Male,No,1,Graduate,No,15203,3659,668,240,1,18862,0.035413242856385516,2.783333333333333,3772.4,9431.0,0.00014755517856827297,1
Male,Yes,0,Not Graduate,No,11718,1525,76,240,1,13243,0.005738447598912715,0.31666666666666665,2648.6000000000004,13243.0,2.391019832880298e-05,1
Female,Yes,1,Not Graduate,Yes,1893,760,242,180,1,2653,0.09118311981914091,1.3444444444444446,530.6,1326.5,0.0005065728878841162,1
Male,No,3,Not Graduate,Yes,17492,594,406,360,1,18086,0.022447061425333113,1.1277777777777778,3617.2000000000003,4521.5,6.23529484037031e-05,1
Male,No,0,Graduate,Yes,10535,7192,111,360,1,17727,0.006261281588447653,0.30833333333333335,3545.4,17727.0,1.7392448856799038e-05,1
Male,No,0,Graduate,Yes,11216,1055,111,300,0,12271,0.009044980443285527,0.37,2454.2000000000003,12271.0,3.014993481095176e-05,1
Male,Yes,1,Graduate,Yes,10295,3083,471,300,1,13378,0.0352044248449062,1.57,2675.6000000000004,6689.0,0.000117348082816354,1
Male,Yes,3,Not Graduate,Yes,2081,3675,682,360,1,5756,0.11846447802675004,1.8944444444444444,1151.2,1439.0,0.0003290679945187501,1
Male,No,0,Not Graduate,No,15830,9650,600,240,0,25480,0.023546956555865153,2.5,5096.0,25480.0,9.811231898277148e-05,1
Female,Yes,3,Graduate,Yes,11631,5957,429,240,1,17588,0.024390243902439025,1.7875,3517.6000000000004,4397.0,0.0001016260162601626,1
Female,No,3,Graduate,Yes,1632,5255,326,240,1,6887,0.04732868757259001,1.3583333333333334,1377.4,1721.75,0.00019720286488579173,1
Male,Yes,3,Not Graduate,No,16484,9411,655,180,1,25895,0.025293481618782823,3.638888888888889,5179.0,6473.75,0.00014051934232657125,1
Male,Yes,1,Not Graduate,Yes,4885,4228,480,240,1,9113,0.052666227781435156,2.0,1822.6000000000001,4556.5,0.00021944261575597982,1
Female,No,2,Not Graduate,No,5270,4181,164,180,1,9451,0.017350825222175202,0.9111111111111111,1890.2,3150.3333333333335,9.639347345652889e-05,1
Male,No,2,Graduate,No,3768,9691,170,360,1,13459,0.01263001485884101,0.4722222222222222,2691.8,4486.333333333333,3.508337460789169e-05,1
Male,No,0,Graduate,Yes,2475,1830,574,240,1,4305,0.13330236878773805,2.3916666666666666,861.0,4305.0,0.0005554265366155751,1
Male,No,3,Graduate,No,9105,3395,465,240,1,12500,0.037197024238060955,1.9375,2500.0,3125.0,0.00015498760099192066,1
Female,Yes,1,Not Graduate,No,8713,1203,212,300,1,9916,0.021377432691338107,0.7066666666666667,1983.2,4958.0,7.125810897112702e-05,1
Male,Yes,3,Not Graduate,No,12955,2810,386,360,0,15765,0.024483064823036915,1.0722222222222222,3153.0,3941.25,6.800851339732476e-05,1
Female,Yes,3,Graduate,No,4335,3092,428,240,1,7427,0.057619816908992996,1.7833333333333334,1485.4,1856.75,0.0002400825704541375,1
Male,No,1,Graduate,Yes,4238,3044,373,180,1,7282,0.05121515858849375,2.0722222222222224,1456.4,3641.0,0.0002845286588249653,1
Female,Yes,2,Not Graduate,No,11049,6071,222,360,1,17120,0.012966532328719117,0.6166666666666667,3424.0,5706.666666666667,3.60181453575531e-05,1
Female,No,3,Graduate,Yes,5634,7272,113,300,0,12906,0.008754939180289766,0.37666666666666665,2581.2000000000003,3226.5,2.9183130600965882e-05,1
Male,Yes,3,Not Graduate,No,8333,4673,150,360,1,13006,0.011532251864380718,0.4166666666666667,2601.2000000000003,3251.5,3.2034032956613104e-05,1
Female,No,2,Not Graduate,No,9853,3514,371,180,1,13367,0.02775284260921604,2.061111111111111,2673.4,4455.666666666667,0.00015418245894008908,1
Male,No,1,Graduate,No,17190,9990,115,300,1,27180,0.00423089658217137,0.38333333333333336,5436.0,13590.0,1.41029886072379e-05,1
Female,Yes,0,Not Graduate,Yes,3409,6192,606,180,1,9601,0.063111851697563,3.3666666666666667,1920.2,9601.0,0.0003506213983197945,1
Male,No,2,Graduate,Yes,15996,144,648,360,1,16140,0.040146211511058794,1.8,3228.0,5380.0,0.00011151725419738555,1
Male,No,0,Not Graduate,Yes,13562,7507,507,300,1,21069,0.02406264831514001,1.69,4213.8,21069.0,8.020882771713336e-05,1
Female,Yes,0,Not Graduate,No,11350,4857,628,180,1,16207,0.03874629812438302,3.488888888888889,3241.4,16207.0,0.0002152572118021279,1
Male,No,2,Graduate,No,3463,1377,502,360,1,4840,0.10369758314397852,1.3944444444444444,968.0,1613.3333333333333,0.000288048842066607,1
Male,No,3,Not Graduate,No,6653,3146,308,180,1,9799,0.03142857142857143,1.711111111111111,1959.8000000000002,2449.75,0.0001746031746031746,1
Female,No,0,Graduate,No,11981,5024,475,240,1,17005,0.027931318358226508,1.9791666666666667,3401.0,17005.0,0.00011638049315927712,1
Male,Yes,0,Graduate,Yes,2466,793,227,360,1,3259,0.0696319018404908,0.6305555555555555,651.8000000000001,3259.0,0.00019342194955691887,1
Male,Yes,1,Not Graduate,No,2389,9793,329,300,1,12182,0.027004842813756876,1.0966666666666667,2436.4,6091.0,9.001614271252291e-05,1
Female,No,3,Graduate,Yes,7961,5756,393,300,1,13717,0.028648491033678378,1.31,2743.4,3429.25,9.549497011226127e-05,1
Female,Yes,0,Graduate,No,7666,4414,66,240,1,12080,0.005463123913583313,0.275,2416.0,12080.0,2.2763016306597137e-05,1
Male,No,1,Graduate,Yes,17506,1110,345,180,1,18616,0.018531449750228288,1.9166666666666667,3723.2000000000003,9308.0,0.00010295249861237937,1
Male,No,3,Graduate,Yes,12881,5672,251,180,0,18553,0.013528080198339981,1.3944444444444444,3710.6000000000004,4638.25,7.515600110188877e-05,1
Female,No,2,Graduate,No,17844,4053,243,300,1,21897,0.011096903826833501,0.81,4379.400000000001,7299.0,3.698967942277834e-05,1
Female,No,2,Graduate,No,12440,3937,198,180,1,16377,0.012089388203687873,1.1,3275.4,5459.0,6.716326779826598e-05,1
Male,No,1,Not Graduate,Yes,12758,3963,424,360,1,16721,0.02535581868197584,1.1777777777777778,3344.2000000000003,8360.5,7.043282967215511e-05,1
Female,Yes,2,Graduate,No,8780,4942,84,360,1,13722,0.006121110544341616,0.23333333333333334,2744.4,4574.0,1.700308484539338e-05,1
Male,No,0,Not Graduate,No,2567,5897,418,300,1,8464,0.049379799173065564,1.3933333333333333,1692.8000000000002,8464.0,0.0001645993305768852,1
Male,Yes,3,Not Graduate,Yes,12615,8974,78,360,0,21589,0.0036127836961556276,0.21666666666666667,4317.8,5397.25,1.0035510267098966e-05,1
Male,Yes,0,Graduate,Yes,10518,1116,270,300,1,11634,0.023205844434894714,0.9,2326.8,11634.0,7.735281478298238e-05,1
Male,No,0,Not Graduate,Yes,17253,1750,102,180,0,19003,0.00536729109661124,0.5666666666666667,3800.6000000000004,19003.0,2.9818283870062444e-05,1
Male,No,2,Not Graduate,Yes,15678,4027,402,180,1,19705,0.02039987820968233,2.2333333333333334,3941.0,6568.333333333333,0.0001133326567204574,1
Female,Yes,0,Graduate,No,16687,5745,441,180,0,22432,0.019658538759862704,2.45,4486.400000000001,22432.0,0.00010921410422145947,1
Female,Yes,2,Graduate,Yes,6107,5064,125,240,0,11171,0.011188686000716076,0.5208333333333334,2234.2000000000003,3723.6666666666665,4.6619525002983655e-05,1
Female,Yes,3,Graduate,Yes,5485,9679,543,300,0,15164,0.035806132542037586,1.81,3032.8,3791.0,0.0001193537751401253,1
Female,No,3,Not Graduate,Yes,11784,5938,571,360,1,17722,0.03221802177960842,1.586111111111111,3544.4,4430.5,8.94945049433567e-05,1
Male,Yes,0,Not Graduate,No,16054,3397,166,180,1,19451,0.008533826855850298,0.9222222222222223,3890.2000000000003,19451.0,4.741014919916833e-05,1
Male,No,1,Graduate,Yes,6038,8265,329,240,1,14303,0.02300055928411633,1.3708333333333333,2860.6000000000004,7151.5,9.583566368381805e-05,1
Male,No,2,Graduate,No,7871,1359,224,360,0,9230,0.024266060015166287,0.6222222222222222,1846.0,3076.6666666666665,6.74057222643508e-05,1
Male,No,2,Not Graduate,Yes,3226,9283,344,360,1,12509,0.027498001598721022,0.9555555555555556,2501.8,4169.666666666667,7.638333777422507e-05,1
Female,Yes,0,Not Graduate,Yes,7291,4853,500,360,1,12144,0.04116920543433512,1.3888888888888888,2428.8,12144.0,0.00011435890398426421,1
Male,No,2,Not Graduate,No,9958,1941,567,180,1,11899,0.04764705882352941,3.15,2379.8,3966.3333333333335,0.00026470588235294115,1
Male,No,2,Not Graduate,Yes,18721,3148,70,360,1,21869,0.003200731595793324,0.19444444444444445,4373.8,7289.666666666667,8.8909210994259e-06,1
Female,No,1,Graduate,Yes,17238,7933,122,300,1,25171,0.004846655013507071,0.4066666666666667,5034.200000000001,12585.5,1.6155516711690237e-05,1
Female,No,1,Not Graduate,No,18570,9436,85,240,1,28006,0.0030349555468275786,0.3541666666666667,5601.200000000001,14003.0,1.2645648111781579e-05,1
Female,No,0,Not Graduate,Yes,18240,1285,556,360,1,19525,0.02847485404076616,1.5444444444444445,3905.0,19525.0,7.9096816779906e-05,1
Female,Yes,1,Not Graduate,Yes,10563,6474,282,360,0,17037,0.01655123840826388,0.7833333333333333,3407.4,8518.5,4.5975662245177444e-05,1
Male,No,0,Not Graduate,Yes,11665,770,546,300,1,12435,0.0439047925377935,1.82,2487.0,12435.0,0.00014634930845931169,1
Male,No,3,Graduate,Yes,16039,1843,255,360,1,17882,0.014259352457641336,0.7083333333333334,3576.4,4470.5,3.9609312382337045e-05,1
Female,Yes,0,Graduate,No,17072,73,475,180,1,17145,0.027703254403359384,2.638888888888889,3429.0,17145.0,0.00015390696890755213,1
Male,No,3,Not Graduate,Yes,6147,1660,93,180,1,7807,0.011910860655737704,0.5166666666666667,1561.4,1951.75,6.61714480874317e-05,1
Male,Yes,0,Not Graduate,No,11502,4349,140,180,1,15851,0.008831693161746153,0.7777777777777778,3170.2000000000003,15851.0,4.9064962009700846e-05,1
Male,No,2,Graduate,Yes,12333,7102,519,360,1,19435,0.026703025313850586,1.4416666666666667,3887.0,6478.333333333333,7.417507031625163e-05,1
Female,Yes,1,Graduate,No,11920,8000,654,240,1,19920,0.032829677225038906,2.725,3984.0,9960.0,0.00013679032177099542,1
Male,Yes,3,Not Graduate,Yes,8142,9011,516,240,1,17153,0.030080447708989155,2.15,3430.6000000000004,4288.25,0.0001253351987874548,1
Female,No,0,Not Graduate,No,12042,3818,503,360,1,15860,0.0317130067461068,1.3972222222222221,3172.0,15860.0,8.809168540585223e-05,1
Male,No,1,Graduate,Yes,5857,331,644,240,1,6188,0.10405558248505413,2.683333333333333,1237.6000000000001,3094.0,0.0004335649270210588,1
Male,No,0,Graduate,No,17099,1421,382,240,0,18520,0.02062523621834674,1.5916666666666666,3704.0,18520.0,8.593848424311142e-05,1
Male,Yes,1,Graduate,No,14701,7512,556,360,1,22213,0.025029260826505806,1.5444444444444445,4442.6,11106.5,6.952572451807169e-05,1
Female,Yes,1,Graduate,Yes,4239,6890,519,180,1,11129,0.046630727762803234,2.8833333333333333,2225.8,5564.5,0.0002590595986822402,1
Male,Yes,0,Graduate,No,14731,4931,70,360,1,19662,0.00355998576005696,0.19444444444444445,3932.4,19662.0,9.888849333491555e-06,1
Female,No,3,Graduate,Yes,11010,9883,277,180,1,20893,0.01325739446731119,1.538888888888889,4178.6,5223.25,7.365219148506217e-05,1
Female,Yes,3,Not Graduate,Yes,11227,6025,425,180,1,17252,0.024633397090361095,2.361111111111111,3450.4,4313.0,0.00013685220605756166,1
Female,Yes,2,Graduate,Yes,12135,4408,179,240,0,16543,0.01081963249516441,0.7458333333333333,3308.6000000000004,5514.333333333333,4.5081802063185044e-05,1
Male,No,1,Graduate,Yes,11464,5113,669,240,0,16577,0.04035468693449149,2.7875,3315.4,8288.5,0.00016814452889371456,1
Male,Yes,2,Graduate,Yes,18761,8419,463,180,0,27180,0.017033957543872557,2.5722222222222224,5436.0,9060.0,9.463309746595866e-05,1
Male,Yes,2,Graduate,No,12892,2881,120,180,1,15773,0.007607455306200076,0.6666666666666666,3154.6000000000004,5257.666666666667,4.226364059000042e-05,1
Male,No,0,Not Graduate,Yes,13836,2865,453,240,1,16701,0.027122500299365346,1.8875,3340.2000000000003,16701.0,0.00011301041791402227,1
Female,Yes,0,Not Graduate,Yes,13439,2575,611,300,1,16014,0.03815173275054636,2.0366666666666666,3202.8,16014.0,0.0001271724425018212,1
Female,No,0,Graduate,Yes,18176,6185,656,180,1,24361,0.02692718167638125,3.6444444444444444,4872.2,24361.0,0.0001495954537576736,1
Female,No,1,Not Graduate,Yes,11343,8656,446,180,1,19999,0.0223,2.477777777777778,3999.8,9999.5,0.0001238888888888889,1
Male,No,0,Not Graduate,Yes,14323,5741,386,180,1,20064,0.019237478195863442,2.1444444444444444,4012.8,20064.0,0.00010687487886590802,1
Female,No,0,Not Graduate,Yes,4186,277,693,240,1,4463,0.15524193548387097,2.8875,892.6,4463.0,0.0006468413978494624,1
Male,No,1,Not Graduate,No,1733,65,554,360,1,1798,0.3079488604780434,1.538888888888889,359.6,899.0,0.0008554135013278982,1
Female,Yes,1,Not Graduate,No,15929,4262,325,180,1,20191,0.016095483359746435,1.8055555555555556,4038.2000000000003,10095.5,8.94193519985913e-05,1
Male,Yes,3,Not Graduate,Yes,3772,5704,62,180,1,9476,0.006542154690302839,0.34444444444444444,1895.2,2369.0,3.6345303835015766e-05,1
Male,No,0,Graduate,No,18850,8594,52,180,1,27444,0.0018946984878848605,0.28888888888888886,5488.8,27444.0,1.0526102710471447e-05,1
Female,No,0,Graduate,Yes,18773,7989,273,360,1,26762,0.010200650151328327,0.7583333333333333,5352.400000000001,26762.0,2.8335139309245352e-05,1
Female,Yes,0,Graduate,Yes,4900,6255,224,360,0,11155,0.020078881319469343,0.6222222222222222,2231.0,11155.0,5.577467033185929e-05,1
Female,No,3,Graduate,Yes,16871,7441,434,180,0,24312,0.017850532636860938,2.411111111111111,4862.400000000001,6078.0,9.916962576033854e-05,1
Female,No,0,Graduate,Yes,6042,4692,651,180,1,10734,0.06064275733581742,3.6166666666666667,2146.8,10734.0,0.0003369042074212079,1
Male,No,3,Not Graduate,Yes,5023,4419,290,300,1,9442,0.03071057926506407,0.9666666666666667,1888.4,2360.5,0.00010236859755021357,1
Female,Yes,2,Graduate,No,19647,7960,596,360,0,27607,0.021587945523036802,1.6555555555555554,5521.400000000001,9202.333333333334,5.996651534176889e-05,1
Female,Yes,3,Graduate,No,4791,6078,63,300,1,10869,0.005795768169273229,0.21,2173.8,2717.25,1.9319227230910763e-05,1
Female,No,2,Not Graduate,No,3988,1437,244,180,1,5425,0.04496866936970144,1.3555555555555556,1085.0,1808.3333333333333,0.0002498259409427858,1
Male,No,0,Not Graduate,No,12392,8620,446,180,1,21012,0.021224955979631657,2.477777777777778,4202.400000000001,21012.0,0.00011791642210906476,1
Male,Yes,2,Graduate,Yes,3058,7032,480,180,1,10090,0.04756713903478347,2.6666666666666665,2018.0,3363.3333333333335,0.00026426188352657483,1
Female,Yes,3,Not Graduate,No,6190,5731,355,180,0,11921,0.02977688307330985,1.9722222222222223,2384.2000000000003,2980.25,0.00016542712818505472,1
Male,No,1,Not Graduate,Yes,7621,3378,383,240,0,10999,0.03481818181818182,1.5958333333333334,2199.8,5499.5,0.0001450757575757576,1
Female,No,2,Not Graduate,No,13698,8584,459,240,0,22282,0.020598662657631377,1.9125,4456.400000000001,7427.333333333333,8.582776107346407e-05,1
Male,Yes,2,Not Graduate,No,5939,6347,52,240,1,12286,0.004232115243753561,0.21666666666666667,2457.2000000000003,4095.3333333333335,1.7633813515639837e-05,1
Male,Yes,0,Graduate,No,18987,6401,601,300,1,25388,0.023671668832959156,2.0033333333333334,5077.6,25388.0,7.890556277653053e-05,1
Male,Yes,3,Not Graduate,No,9020,6629,501,360,1,15649,0.032012779552715656,1.3916666666666666,3129.8,3912.25,8.892438764643237e-05,1
Male,No,2,Graduate,Yes,6909,4541,544,180,1,11450,0.047506767967863066,3.022222222222222,2290.0,3816.6666666666665,0.0002639264887103504,1
Female,Yes,2,Graduate,No,11170,7876,466,360,1,19046,0.024465795138341996,1.2944444444444445,3809.2000000000003,6348.666666666667,6.796054205094999e-05,1
Female,No,2,Not Graduate,No,13606,8533,440,240,1,22139,0.01987353206865402,1.8333333333333333,4427.8,7379.666666666667,8.280638361939175e-05,1
Female,Yes,2,Not Graduate,Yes,13434,8324,422,180,0,21758,0.019394273633898618,2.3444444444444446,4351.6,7252.666666666667,0.0001077459646327701,1
Male,Yes,1,Not Graduate,Yes,9369,264,677,180,0,9633,0.07027195349802781,3.761111111111111,1926.6000000000001,4816.5,0.0003903997416557101,1
Female,Yes,3,Graduate,No,4456,9877,101,300,1,14333,0.007046183898423329,0.33666666666666667,2866.6000000000004,3583.25,2.34872796614111e-05,1
Female,Yes,0,Not Graduate,Yes,12266,1434,425,360,1,13700,0.031019633603386613,1.1805555555555556,2740.0,13700.0,8.616564889829615e-05,1
Female,No,0,Not Graduate,Yes,11586,5327,444,300,0,16913,0.02625044341965236,1.48,3382.6000000000004,16913.0,8.750147806550786e-05,1
Male,No,1,Not Graduate,Yes,11935,5097,191,240,1,17032,0.011213526683496742,0.7958333333333333,3406.4,8516.0,4.672302784790309e-05,1
Male,Yes,3,Not Graduate,No,17912,1660,135,360,1,19572,0.006897256424666633,0.375,3914.4,4893.0,1.915904562407398e-05,1
Male,No,2,Not Graduate,Yes,11755,5692,513,240,1,17447,0.029401650618982117,2.1375,3489.4,5815.666666666667,0.00012250687757909217,1
Female,Yes,1,Graduate,No,11138,2354,95,300,0,13492,0.007040687764025791,0.31666666666666665,2698.4,6746.0,2.3468959213419302e-05,1
Female,Yes,3,Not Graduate,No,9256,8457,287,300,0,17713,0.016201874223777803,0.9566666666666667,3542.6000000000004,4428.25,5.4006247412592676e-05,1
Female,Yes,2,Not Graduate,No,13356,6461,59,180,0,19817,0.0029770915329498434,0.3277777777777778,3963.4,6605.666666666667,1.6539397405276908e-05,1
Male,Yes,1,Not Graduate,No,17264,9328,622,360,1,26592,0.023389613808145,1.7277777777777779,5318.400000000001,13296.0,6.497114946706944e-05,1
Male,No,3,Graduate,Yes,5102,7044,579,360,1,12146,0.047666090392689556,1.6083333333333334,2429.2000000000003,3036.5,0.0001324058066463599,1
Female,Yes,0,Not Graduate,No,6562,5497,647,180,1,12059,0.05364842454394693,3.5944444444444446,2411.8,12059.0,0.00029804680302192744,1
Male,Yes,0,Graduate,Yes,13377,4549,698,360,1,17926,0.038935683605734364,1.9388888888888889,3585.2000000000003,17926.0,0.00010815467668259546,1
Male,No,3,Graduate,No,8744,6334,689,240,1,15078,0.04569268519132569,2.870833333333333,3015.6000000000004,3769.5,0.00019038618829719033,1
Male,Yes,0,Not Graduate,Yes,7872,6010,665,240,1,13882,0.047900309731326085,2.7708333333333335,2776.4,13882.0,0.00019958462388052536,1
Male,Yes,3,Not Graduate,No,8605,4926,227,300,1,13531,0.016775051729234408,0.7566666666666667,2706.2000000000003,3382.75,5.591683909744803e-05,1
Female,Yes,2,Not Graduate,Yes,13729,9582,55,240,1,23311,0.00235929993136582,0.22916666666666666,4662.2,7770.333333333333,9.830416380690917e-06,1
Male,No,3,Graduate,No,18456,9304,356,360,1,27760,0.012823745542307554,0.9888888888888889,5552.0,6940.0,3.562151539529876e-05,1
Male,Yes,2,Graduate,No,9205,6065,597,180,1,15270,0.03909370702638989,3.316666666666667,3054.0,5090.0,0.00021718726125772163,1
Male,No,1,Graduate,Yes,15394,2179,376,300,1,17573,0.02139524297257312,1.2533333333333334,3514.6000000000004,8786.5,7.131747657524374e-05,1
Male,Yes,3,Graduate,No,13780,4967,405,180,1,18747,0.021602304245786217,2.25,3749.4,4686.75,0.00012001280136547898,1
Female,Yes,1,Graduate,No,2114,634,444,300,0,2748,0.1615132775554747,1.48,549.6,1374.0,0.0005383775918515824,0
Female,No,0,Graduate,No,5550,3631,349,300,1,9181,0.03800914833369636,1.1633333333333333,1836.2,9181.0,0.0001266971611123212,1
Male,Yes,2,Not Graduate,Yes,18209,9591,575,180,0,27800,0.020682709255062767,3.1944444444444446,5560.0,9266.666666666666,0.00011490394030590427,1
Male,Yes,3,Not Graduate,No,17222,4677,334,240,1,21899,0.015251141552511416,1.3916666666666666,4379.8,5474.75,6.354642313546423e-05,1
